destination_port,protocol,flow_duration,total_fwd_packets,total_backward_packets,total_length_fwd_packets,total_length_bwd_packets,flow_bytes_per_s,flow_packets_per_s,fwd_packets_per_s,bwd_packets_per_s,min_packet_length,max_packet_length,packet_length_mean,packet_length_std,syn_flag_count,rst_flag_count,ack_flag_count,average_packet_size,down_up_ratio,label
53,17,20665,2,2,88.0,396.0,23421.243648681346,193.56399709654005,96.78199854827,96.78199854827,44.0,198.0,105.6,84.34927385579559,0,0,0,132.0,1.0,0
53,17,45035,2,2,84.0,116.0,4440.990340846009,88.81980681692018,44.409903408460096,44.409903408460096,42.0,58.0,48.4,8.763560920082657,0,0,0,60.5,1.0,0
53,17,20631,2,2,84.0,254.0,16383.112791430372,193.8829916145606,96.94149580728028,96.94149580728028,42.0,127.0,76.0,46.55641738793912,0,0,0,95.0,1.0,0
53,17,45282,2,2,88.0,396.0,10688.573826244425,88.33532087805308,44.16766043902653,44.16766043902653,44.0,198.0,105.6,84.34927385579559,0,0,0,132.0,1.0,0
443,6,60879321,29,23,2458.0,6612.0,148.98326477721392,0.8541488168043136,0.4763522247562518,0.3777965920480617,0.0,3014.0,171.13207547169804,507.8804007356247,0,0,1,174.4230769230769,0.0,0
53,17,20555,2,2,100.0,356.0,22184.38336171248,194.59985405010943,97.29992702505471,97.29992702505471,50.0,178.0,101.2,70.10848736066126,0,0,0,126.5,1.0,0
443,6,520827,18,13,2890.0,6768.0,18543.58548999956,59.52072377200106,34.56042025471029,24.960303517290768,0.0,3031.0,301.81250000000006,631.3303126808322,0,0,1,311.5483870967741,0.0,0
53,17,20754,2,2,100.0,264.0,17538.787703575214,192.73393080851883,96.36696540425942,96.36696540425942,50.0,132.0,82.8,44.913249715423625,0,0,0,103.5,1.0,0
80,6,55914,1,3,0.0,0.0,0.0,71.53843402367923,17.88460850591981,53.653825517759415,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,0
53,17,20740,2,2,70.0,166.0,11378.97782063645,192.8640308582449,96.43201542912244,96.43201542912244,35.0,83.0,54.2,26.290682760247968,0,0,0,67.75,1.0,0
80,6,55344,1,3,0.0,0.0,0.0,72.27522405319456,18.06880601329864,54.20641803989592,0.0,0.0,0.0,0.0,0,0,0,0.0,3.0,0
53,17,44878,2,2,70.0,166.0,5258.701368153661,89.13053166362137,44.565265831810684,44.565265831810684,35.0,83.0,54.2,26.290682760247968,0,0,0,67.75,1.0,0
80,6,117348745,39,32,2662.0,4728.0,62.9746828566424,0.6050341654697714,0.3323427106101561,0.2726914548596153,0.0,788.0,102.63888888888891,241.1470421364161,0,0,1,104.08450704225352,0.0,0
80,6,119641612,38,34,2662.0,4726.0,61.75109041493022,0.601797307779504,0.317615245772516,0.284182062006988,0.0,788.0,101.2054794520548,239.6881630892818,0,0,1,102.61111111111111,0.0,0
53,17,20635,2,2,72.0,104.0,8529.197964623212,193.8454082868912,96.9227041434456,96.9227041434456,36.0,52.0,42.4,8.763560920082657,0,0,0,53.0,1.0,0
53,17,20602,2,2,72.0,208.0,13590.913503543346,194.1559071934764,97.07795359673818,97.07795359673818,36.0,104.0,63.2,37.24513391035129,0,0,0,79.0,1.0,0
56982,6,98,1,2,0.0,0.0,0.0,30612.244897959183,10204.081632653062,20408.163265306124,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0
56978,6,84,1,2,0.0,0.0,0.0,35714.28571428572,11904.761904761905,23809.52380952381,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0
80,6,7242540,2,8,0.0,0.0,0.0,1.380731069486672,0.2761462138973343,1.1045848555893374,0.0,0.0,0.0,0.0,0,0,1,0.0,4.0,0
80,6,7206732,2,8,0.0,0.0,0.0,1.387591490844949,0.2775182981689897,1.110073192675959,0.0,0.0,0.0,0.0,0,0,1,0.0,4.0,0
80,6,7204860,2,8,0.0,0.0,0.0,1.3879520212745289,0.2775904042549057,1.1103616170196229,0.0,0.0,0.0,0.0,0,0,1,0.0,4.0,0
80,6,7204140,2,8,0.0,0.0,0.0,1.3880907367152775,0.2776181473430555,1.110472589372222,0.0,0.0,0.0,0.0,0,0,1,0.0,4.0,0
80,6,15141286,10,9,608.0,410.0,67.23339087578162,1.254847177445826,0.6604458828662242,0.5944012945796018,0.0,303.0,50.90000000000001,106.5867079695657,0,0,1,53.57894736842106,0.0,0
80,6,5172251,5,2,0.0,0.0,0.0,1.353375928585059,0.9666970918464708,0.3866788367385882,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0
80,6,5172049,5,2,0.0,0.0,0.0,1.3534287861541914,0.966734847252994,0.3866939389011975,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0
443,6,116562435,32,31,2766.0,9376.0,104.1673503131605,0.5404828751218178,0.2745309841888598,0.265951890932958,0.0,2860.0,189.71875000000009,441.26277916653913,0,0,1,192.7301587301588,0.0,0
443,6,116561909,32,31,2800.0,9470.0,105.26594927335996,0.5404853141174961,0.2745322230438076,0.2659530910736886,0.0,2860.0,191.71875,442.42163573885176,0,0,1,194.76190476190484,0.0,0
53,17,20608,2,2,90.0,172.0,12713.509316770183,194.0993788819876,97.0496894409938,97.0496894409938,45.0,86.0,61.4,22.456624857711805,0,0,0,76.75,1.0,0
53,17,20589,2,2,86.0,204.0,14085.191121472631,194.2784982272087,97.13924911360436,97.13924911360436,43.0,102.0,66.6,32.3156308928048,0,0,0,83.25,1.0,0
443,6,118558570,210,261,46882.0,200420.0,2085.905725752259,3.9727199813560494,1.77127642480843,2.2014435565476203,0.0,2860.0,523.944915254237,798.7694949663143,0,0,1,525.0573248407643,1.0,0
443,6,117539330,60,73,3906.0,88472.0,785.9326746204865,1.1315361419875372,0.5104674324755807,0.6210687095119565,0.0,2860.0,689.3880597014925,929.3431095105312,0,0,1,694.5714285714287,1.0,0
53,17,20625,2,2,100.0,132.0,11248.484848484848,193.93939393939397,96.96969696969695,96.96969696969695,50.0,66.0,56.4,8.763560920082657,0,0,0,70.5,1.0,0
53,17,47018,2,2,100.0,132.0,4934.280488323621,85.07380152282106,42.53690076141053,42.53690076141053,50.0,66.0,56.4,8.763560920082657,0,0,0,70.5,1.0,0
53,17,20720,2,2,100.0,156.0,12355.212355212356,193.05019305019303,96.52509652509652,96.52509652509652,50.0,78.0,61.2,15.336231610144653,0,0,0,76.5,1.0,0
53,17,20744,2,2,62.0,156.0,10509.062861550328,192.8268414963363,96.41342074816816,96.41342074816816,31.0,78.0,49.8,25.74296020274281,0,0,0,62.25,1.0,0
80,6,116014907,35,30,1766.0,2820.0,39.52940288957867,0.5602728276979095,0.3016853687604128,0.2585874589374967,0.0,705.0,69.48484848484847,193.3449879937009,0,0,1,70.55384615384615,0.0,0
80,6,116014801,35,30,1766.0,2820.0,39.52943900666605,0.5602733396060386,0.3016856444032516,0.2585876952027871,0.0,705.0,69.48484848484847,193.3449879937009,0,0,1,70.55384615384615,0.0,0
53,17,20722,2,2,70.0,102.0,8300.357108387221,193.03156066016797,96.51578033008396,96.51578033008396,35.0,51.0,41.4,8.763560920082657,0,0,0,51.75,1.0,0
53,17,20514,2,2,70.0,126.0,9554.450619089404,194.98878814468168,97.49439407234084,97.49439407234084,35.0,63.0,46.2,15.336231610144653,0,0,0,57.75,1.0,0
80,6,117000321,35,30,1766.0,2820.0,39.196473657538085,0.5555540313432131,0.2991444784155763,0.2564095529276368,0.0,705.0,69.48484848484847,193.3449879937009,0,0,1,70.55384615384615,0.0,0
80,6,117000222,35,30,1766.0,2820.0,39.196506823722096,0.5555545014265016,0.299144731537347,0.2564097698891546,0.0,705.0,69.48484848484847,193.3449879937009,0,0,1,70.55384615384615,0.0,0
53,17,46078,2,2,70.0,126.0,4253.656842744911,86.80932332132471,43.40466166066236,43.40466166066236,35.0,63.0,46.2,15.336231610144653,0,0,0,57.75,1.0,0
443,6,142521,17,13,1670.0,5834.0,52651.88989692747,210.4952954301471,119.2806674104167,91.21462801973044,0.0,2526.0,242.06451612903223,535.8212348338994,0,0,1,250.13333333333333,0.0,0
443,6,14340916,2,10,0.0,0.0,0.0,0.8367666333168676,0.1394611055528112,0.6973055277640564,0.0,0.0,0.0,0.0,0,0,1,0.0,5.0,0
443,6,14340725,2,10,0.0,0.0,0.0,0.8367777779714763,0.139462962995246,0.6973148149762303,0.0,0.0,0.0,0.0,0,0,1,0.0,5.0,0
443,6,41534,1,1,0.0,0.0,0.0,48.15332017142582,24.07666008571291,24.07666008571291,0.0,0.0,0.0,0.0,0,0,0,0.0,1.0,0
57004,6,161,1,2,0.0,0.0,0.0,18633.540372670806,6211.180124223602,12422.360248447205,0.0,0.0,0.0,0.0,0,0,0,0.0,2.0,0
53,17,20594,2,2,72.0,146.0,10585.607458483051,194.2313295134505,97.11566475672524,97.11566475672524,36.0,73.0,50.8,20.265734627691145,0,0,0,63.5,1.0,0
53,17,20625,2,2,64.0,96.0,7757.575757575757,193.93939393939397,96.96969696969695,96.96969696969695,32.0,48.0,38.4,8.763560920082657,0,0,0,48.0,1.0,0
443,6,116884848,38,43,5138.0,29052.0,292.5101121746764,0.6929897363600113,0.3251062960701287,0.3678834402898825,0.0,2860.0,416.9512195121952,720.7117864115783,0,0,1,422.0987654320989,1.0,0
53,17,20598,2,2,80.0,112.0,9321.29332944946,194.1936110301971,97.09680551509857,97.09680551509857,40.0,56.0,46.4,8.763560920082657,0,0,0,58.0,1.0,0
443,6,116883440,74,87,19074.0,8554.0,236.37223545097575,1.3774406365863292,0.6331093609154557,0.7443312756708735,0.0,2314.0,170.5432098765433,363.9463153839563,0,0,1,171.6024844720497,1.0,0
53,17,20516,2,2,64.0,96.0,7798.791187365959,194.96977968414896,97.48488984207452,97.48488984207452,32.0,48.0,38.4,8.763560920082657,0,0,0,48.0,1.0,0
53,17,49734,2,2,80.0,112.0,3860.53806249246,80.42787630192625,40.21393815096312,40.21393815096312,40.0,56.0,46.4,8.763560920082657,0,0,0,58.0,1.0,0
53,17,44566,2,2,64.0,96.0,3590.180855360589,89.75452138401472,44.87726069200736,44.87726069200736,32.0,48.0,38.4,8.763560920082657,0,0,0,48.0,1.0,0
53,17,20734,2,2,80.0,200.0,13504.38892640108,192.91984180572973,96.45992090286488,96.45992090286488,40.0,100.0,64.0,32.863353450309965,0,0,0,80.0,1.0,0
53,17,20576,2,2,64.0,120.0,8942.457231726283,194.40124416796263,97.2006220839813,97.2006220839813,32.0,60.0,43.2,15.336231610144653,0,0,0,54.0,1.0,0
53,17,45184,2,2,96.0,610.0,15625.0,88.52691218130312,44.26345609065156,44.26345609065156,48.0,305.0,150.8,140.7646972788277,0,0,0,188.5,1.0,0
443,6,110573434,47,43,22260.0,7844.0,272.2534600851774,0.8139387260053802,0.4250568902472541,0.3888818357581261,0.0,3403.0,330.813186813187,790.1146739849844,0,0,1,334.4888888888889,0.0,0
53,17,45629,2,2,154.0,410.0,12360.56017006728,87.66354730544171,43.831773652720855,43.831773652720855,77.0,205.0,128.2,70.10848736066126,0,0,0,160.25,1.0,0
53,17,20498,2,2,76.0,180.0,12489.023319348227,195.14098936481608,97.57049468240804,97.57049468240804,38.0,90.0,58.8,28.48157299026864,0,0,0,73.5,1.0,0
53,17,46307,2,2,154.0,310.0,10020.083356727924,86.38002893730969,43.19001446865485,43.19001446865485,77.0,155.0,108.2,42.72235948540296,0,0,0,135.25,1.0,0
53,17,20623,2,2,70.0,174.0,11831.450322455512,193.9582020074674,96.97910100373372,96.97910100373372,35.0,87.0,55.8,28.48157299026864,0,0,0,69.75,1.0,0
53,17,20606,2,2,86.0,118.0,9900.0291177327,194.1182179947588,97.0591089973794,97.0591089973794,43.0,59.0,49.4,8.763560920082657,0,0,0,61.75,1.0,0
53,17,20674,2,2,74.0,212.0,13833.800909354744,193.47973299796843,96.73986649898424,96.73986649898424,37.0,106.0,64.6,37.79285646785646,0,0,0,80.75,1.0,0
53,17,20585,2,2,76.0,154.0,11173.1843575419,194.31624969638088,97.15812484819044,97.15812484819044,38.0,77.0,53.6,21.36117974270148,0,0,0,67.0,1.0,0
53,17,20659,2,2,86.0,118.0,9874.630911467157,193.6202139503364,96.8101069751682,96.8101069751682,43.0,59.0,49.4,8.763560920082657,0,0,0,61.75,1.0,0
53,17,20632,2,2,86.0,142.0,11050.794881737109,193.87359441644048,96.93679720822024,96.93679720822024,43.0,71.0,54.2,15.336231610144653,0,0,0,67.75,1.0,0
53,17,20628,2,2,84.0,116.0,9695.559433779328,193.91118867558657,96.95559433779329,96.95559433779329,42.0,58.0,48.4,8.763560920082657,0,0,0,60.5,1.0,0
443,6,116602524,46,47,4416.0,8272.0,108.81411109076848,0.797581362818527,0.3945026095661531,0.4030787532523738,0.0,2526.0,134.97872340425525,324.9974351833752,0,0,1,136.43010752688173,1.0,0
53,17,44746,2,2,86.0,118.0,4559.066732221874,89.3934653376838,44.696732668841896,44.696732668841896,43.0,59.0,49.4,8.763560920082657,0,0,0,61.75,1.0,0
53,17,46475,2,2,86.0,142.0,4905.863367401828,86.06777837547068,43.03388918773535,43.03388918773535,43.0,71.0,54.2,15.336231610144653,0,0,0,67.75,1.0,0
53,17,20626,2,2,86.0,142.0,11054.009502569574,193.9299912731504,96.9649956365752,96.9649956365752,43.0,71.0,54.2,15.336231610144653,0,0,0,67.75,1.0,0
53,17,20538,2,2,84.0,116.0,9738.0465478625,194.76093095725,97.380465478625,97.380465478625,42.0,58.0,48.4,8.763560920082657,0,0,0,60.5,1.0,0
53,17,20519,2,2,58.0,166.0,10916.711340708613,194.9412739412252,97.4706369706126,97.4706369706126,29.0,83.0,50.6,29.57701810527897,0,0,0,63.25,1.0,0
53,17,44723,2,2,84.0,116.0,4471.971916016368,89.43943832032735,44.71971916016368,44.71971916016368,42.0,58.0,48.4,8.763560920082657,0,0,0,60.5,1.0,0
53,17,20606,2,2,84.0,204.0,13976.511695622634,194.1182179947588,97.0591089973794,97.0591089973794,42.0,102.0,66.0,32.863353450309965,0,0,0,82.5,1.0,0
443,6,141705,14,9,1639.0,5618.0,51212.0249814756,162.3090222645637,98.79679616103878,63.51222610352493,0.0,2525.0,302.375,597.6270330667563,0,0,1,315.5217391304348,0.0,0
53,17,58130,2,2,84.0,400.0,8326.165491140548,68.81128505074832,34.40564252537416,34.40564252537416,42.0,200.0,105.2,86.54016408581623,0,0,0,131.5,1.0,0
53,17,48126,2,2,58.0,166.0,4654.448738727507,83.11515604870547,41.557578024352736,41.557578024352736,29.0,83.0,50.6,29.57701810527897,0,0,0,63.25,1.0,0
443,6,116565186,26,23,1834.0,6830.0,74.32750975921748,0.4203656484535614,0.2230511604039305,0.1973144880496308,0.0,2860.0,173.28000000000003,486.2715727337755,0,0,1,176.81632653061226,0.0,0
443,6,143368,14,13,1639.0,6570.0,57258.244517605046,188.3265442776631,97.65080073656604,90.67574354109703,0.0,2860.0,293.17857142857144,628.6967150572758,0,0,1,304.037037037037,0.0,0
53,17,20608,2,2,84.0,116.0,9704.96894409938,194.0993788819876,97.0496894409938,97.0496894409938,42.0,58.0,48.4,8.763560920082657,0,0,0,60.5,1.0,0
443,6,116139102,45,45,8638.0,13972.0,194.6803411653725,0.7749328042849858,0.3874664021424929,0.3874664021424929,0.0,2920.0,248.4615384615385,603.9736805835223,0,0,1,251.22222222222223,1.0,0
443,6,116531400,192,196,8606.0,272724.0,2414.19909140369,3.329574689740276,1.647624588737456,1.6819501010028195,0.0,2860.0,723.2133676092543,937.6560341498084,0,0,1,725.0773195876288,1.0,0
53,17,20702,2,2,92.0,170.0,12655.782050043474,193.2180465655492,96.6090232827746,96.6090232827746,46.0,85.0,61.6,21.36117974270148,0,0,0,77.0,1.0,0
443,6,14340064,2,10,0.0,0.0,0.0,0.8368163489367969,0.1394693914894661,0.6973469574473308,0.0,0.0,0.0,0.0,0,0,1,0.0,5.0,0
53,17,20657,2,2,84.0,140.0,10843.781768891902,193.638960158784,96.81948007939198,96.81948007939198,42.0,70.0,53.2,15.336231610144653,0,0,0,66.5,1.0,0
443,6,116535409,30,25,2414.0,8142.0,90.58191060195276,0.4719595569446193,0.257432485606156,0.2145270713384633,0.0,2860.0,188.50000000000009,472.4052574566958,0,0,1,191.9272727272728,0.0,0
53,17,20599,2,2,62.0,254.0,15340.550512160786,194.18418369823775,97.09209184911887,97.09209184911887,31.0,127.0,69.4,52.58136552049595,0,0,0,86.75,1.0,0
443,6,14341475,2,10,0.0,0.0,0.0,0.8367340179444582,0.1394556696574097,0.6972783482870485,0.0,0.0,0.0,0.0,0,0,1,0.0,5.0,0
53,17,55221,2,2,78.0,142.0,3983.99159739954,72.43621086180983,36.218105430904906,36.218105430904906,39.0,71.0,51.8,17.527121840165314,0,0,0,64.75,1.0,0
53,17,20629,2,2,62.0,424.0,23559.06733239614,193.90178874400115,96.95089437200058,96.95089437200058,31.0,212.0,103.4,99.13778290843506,0,0,0,129.25,1.0,0
53,17,20620,2,2,74.0,590.0,32201.745877788555,193.98642095053347,96.99321047526674,96.99321047526674,37.0,295.0,140.2,141.31241983633285,0,0,0,175.25,1.0,0
53,17,20649,2,2,70.0,286.0,17240.544336287472,193.7139813066008,96.8569906533004,96.8569906533004,35.0,143.0,78.2,59.15403621055794,0,0,0,97.75,1.0,0
443,6,5069515,14,9,1317.0,6124.0,1467.7932701648974,4.536923157343454,2.7616054001221024,1.7753177572213517,0.0,2804.0,310.04166666666663,665.7376085259093,0,0,1,323.5217391304348,0.0,0
53,17,20656,2,2,82.0,114.0,9488.76839659179,193.64833462432225,96.82416731216112,96.82416731216112,41.0,57.0,47.4,8.763560920082657,0,0,0,59.25,1.0,0
53,17,20579,2,2,120.0,376.0,24102.24014772341,194.37290441712423,97.18645220856212,97.18645220856212,60.0,188.0,111.2,70.10848736066126,0,0,0,139.0,1.0,0
53,17,20602,2,2,82.0,594.0,32812.348315697505,194.1559071934764,97.07795359673818,97.07795359673818,41.0,297.0,143.4,140.21697472132252,0,0,0,179.25,1.0,0
53,17,55821,2,2,70.0,286.0,6377.52817040182,71.65761989215528,35.82880994607764,35.82880994607764,35.0,143.0,78.2,59.15403621055794,0,0,0,97.75,1.0,0
53,17,20664,2,2,58.0,166.0,10840.108401084011,193.57336430507164,96.78668215253582,96.78668215253582,29.0,83.0,50.6,29.57701810527897,0,0,0,63.25,1.0,0
